========================================================================================================================================================================================================
Motion Planning Output - Robot Motor States and Attached Magnet Position
========================================================================================================================================================================================================

Motor Position Ranges:
  - θ1 (ω1 Motor): -360° to +360° (Front section rotation)
  - θ2 (ω2 Motor): -360° to +360° (Rear section rotation)
  - θ3 (ω3 Motor): -90° to +90° (Inter-section rotation)
  - s  (v Motor):  0mm to 8mm (Linear displacement)

State Code Format: ω1ω2ω3vm1m2
  - ω1,ω2,ω3,v: 0=Stop, 1=Forward/CW, 2=Reverse/CCW
  - m1,m2: 0=OFF(detached), 1=ON(attached)

Attached Magnet Position:
  - Shows the 3D coordinate (X, Y, Z) of the magnet that is attached (ON) to the cylinder inner wall
  - Coordinate system: X and Y are radial coordinates, Z is axial coordinate (0-1000mm)
  - Cylinder inner wall radius: 900mm
  - When both magnets are ON, both positions are shown

========================================================================================================================================================================================================

Step	State	ω1	ω2	ω3	v	M1	M2	Dur(s)	Time(s)	θ1(°)	θ2(°)	θ3(°)	s(mm)	Attached Magnet Position (X,Y,Z)	Description
159	002001	0	0	2	0	0	1	1.222	429.691	0.0	0.0	-45.8	0.00	M2:(636.4,-636.4,0.0)	ω3=CCW, M1=OFF, M2=ON
160	000011	0	0	0	0	1	1	0.500	430.191	0.0	0.0	0.0	0.00	M1:(636.4,-636.4,40.0); M2:(636.4,-636.4,0.0)	M1=ON, M2=ON
161	000010	0	0	0	0	1	0	0.500	430.691	0.0	0.0	0.0	0.00	M1:(636.4,-636.4,40.0)	M1=ON, M2=OFF
162	001010	0	0	1	0	1	0	1.222	431.912	0.0	0.0	35.0	0.00	M1:(636.4,-636.4,40.0)	ω3=CW, M1=ON, M2=OFF
163	001110	0	0	1	1	1	0	12.800	444.712	0.0	0.0	90.0	6.40	M1:(636.4,-636.4,40.0)	ω3=CW, v=Fwd, M1=ON, M2=OFF
164	002010	0	0	2	0	1	0	1.222	445.934	0.0	0.0	55.0	6.40	M1:(636.4,-636.4,40.0)	ω3=CCW, M1=ON, M2=OFF
165	000011	0	0	0	0	1	1	0.500	446.434	0.0	0.0	0.0	6.40	M1:(636.4,-636.4,40.0); M2:(636.4,-636.4,0.0)	M1=ON, M2=ON
166	000001	0	0	0	0	0	1	0.500	446.934	0.0	0.0	0.0	6.40	M2:(636.4,-636.4,0.0)	M1=OFF, M2=ON
167	001001	0	0	1	0	0	1	1.222	448.156	0.0	0.0	35.0	6.40	M2:(636.4,-636.4,0.0)	ω3=CW, M1=OFF, M2=ON
168	002201	0	0	2	2	0	1	12.800	460.956	0.0	0.0	-90.0	0.00	M2:(636.4,-636.4,0.0)	ω3=CCW, v=Rev, M1=OFF, M2=ON
169	002001	0	0	2	0	0	1	1.222	462.178	0.0	0.0	-90.0	0.00	M2:(636.4,-636.4,0.0)	ω3=CCW, M1=OFF, M2=ON
170	000011	0	0	0	0	1	1	0.500	462.678	0.0	0.0	0.0	0.00	M1:(636.4,-636.4,40.0); M2:(636.4,-636.4,0.0)	M1=ON, M2=ON
171	000010	0	0	0	0	1	0	0.500	463.178	0.0	0.0	0.0	0.00	M1:(636.4,-636.4,40.0)	M1=ON, M2=OFF
172	001010	0	0	1	0	1	0	1.222	464.399	0.0	0.0	35.0	0.00	M1:(636.4,-636.4,40.0)	ω3=CW, M1=ON, M2=OFF
173	001110	0	0	1	1	1	0	12.800	477.199	0.0	0.0	90.0	6.40	M1:(636.4,-636.4,40.0)	ω3=CW, v=Fwd, M1=ON, M2=OFF
174	002010	0	0	2	0	1	0	1.222	478.421	0.0	0.0	55.0	6.40	M1:(636.4,-636.4,40.0)	ω3=CCW, M1=ON, M2=OFF
175	000011	0	0	0	0	1	1	0.500	478.921	0.0	0.0	0.0	6.40	M1:(636.4,-636.4,40.0); M2:(636.4,-636.4,0.0)	M1=ON, M2=ON
176	000001	0	0	0	0	0	1	0.500	479.421	0.0	0.0	0.0	6.40	M2:(636.4,-636.4,0.0)	M1=OFF, M2=ON
177	001001	0	0	1	0	0	1	1.222	480.643	0.0	0.0	35.0	6.40	M2:(636.4,-636.4,0.0)	ω3=CW, M1=OFF, M2=ON
178	002201	0	0	2	2	0	1	12.800	493.443	0.0	0.0	-90.0	0.00	M2:(636.4,-636.4,0.0)	ω3=CCW, v=Rev, M1=OFF, M2=ON
179	002001	0	0	2	0	0	1	1.222	494.665	0.0	0.0	-90.0	0.00	M2:(636.4,-636.4,0.0)	ω3=CCW, M1=OFF, M2=ON
180	000011	0	0	0	0	1	1	0.500	495.165	0.0	0.0	0.0	0.00	M1:(636.4,-636.4,40.0); M2:(636.4,-636.4,0.0)	M1=ON, M2=ON
181	000010	0	0	0	0	1	0	0.500	495.665	0.0	0.0	0.0	0.00	M1:(636.4,-636.4,40.0)	M1=ON, M2=OFF
182	001010	0	0	1	0	1	0	1.222	496.886	0.0	0.0	35.0	0.00	M1:(636.4,-636.4,40.0)	ω3=CW, M1=ON, M2=OFF
183	001110	0	0	1	1	1	0	12.800	509.686	0.0	0.0	90.0	6.40	M1:(636.4,-636.4,40.0)	ω3=CW, v=Fwd, M1=ON, M2=OFF
184	002010	0	0	2	0	1	0	1.222	510.908	0.0	0.0	55.0	6.40	M1:(636.4,-636.4,40.0)	ω3=CCW, M1=ON, M2=OFF
185	000011	0	0	0	0	1	1	0.500	511.408	0.0	0.0	0.0	6.40	M1:(636.4,-636.4,40.0); M2:(636.4,-636.4,0.0)	M1=ON, M2=ON
186	000001	0	0	0	0	0	1	0.500	511.908	0.0	0.0	0.0	6.40	M2:(636.4,-636.4,0.0)	M1=OFF, M2=ON
187	001001	0	0	1	0	0	1	1.222	513.130	0.0	0.0	35.0	6.40	M2:(636.4,-636.4,0.0)	ω3=CW, M1=OFF, M2=ON
188	002201	0	0	2	2	0	1	12.800	525.930	0.0	0.0	-90.0	0.00	M2:(636.4,-636.4,0.0)	ω3=CCW, v=Rev, M1=OFF, M2=ON
189	002001	0	0	2	0	0	1	1.222	527.152	0.0	0.0	-90.0	0.00	M2:(636.4,-636.4,0.0)	ω3=CCW, M1=OFF, M2=ON
190	000011	0	0	0	0	1	1	0.500	527.652	0.0	0.0	0.0	0.00	M1:(636.4,-636.4,40.0); M2:(636.4,-636.4,0.0)	M1=ON, M2=ON
191	000010	0	0	0	0	1	0	0.500	528.152	0.0	0.0	0.0	0.00	M1:(636.4,-636.4,40.0)	M1=ON, M2=OFF
192	001010	0	0	1	0	1	0	1.222	529.373	0.0	0.0	35.0	0.00	M1:(636.4,-636.4,40.0)	ω3=CW, M1=ON, M2=OFF
193	001110	0	0	1	1	1	0	1.600	530.973	0.0	0.0	80.8	0.80	M1:(636.4,-636.4,40.0)	ω3=CW, v=Fwd, M1=ON, M2=OFF
194	002010	0	0	2	0	1	0	1.222	532.195	0.0	0.0	45.8	0.80	M1:(636.4,-636.4,40.0)	ω3=CCW, M1=ON, M2=OFF
195	000011	0	0	0	0	1	1	0.500	532.695	0.0	0.0	0.0	0.80	M1:(636.4,-636.4,40.0); M2:(636.4,-636.4,0.0)	M1=ON, M2=ON
196	000001	0	0	0	0	0	1	0.500	533.195	0.0	0.0	0.0	0.80	M2:(636.4,-636.4,0.0)	M1=OFF, M2=ON
197	001001	0	0	1	0	0	1	1.222	534.417	0.0	0.0	35.0	0.80	M2:(636.4,-636.4,0.0)	ω3=CW, M1=OFF, M2=ON
198	002201	0	0	2	2	0	1	1.600	536.017	0.0	0.0	-10.8	0.00	M2:(636.4,-636.4,0.0)	ω3=CCW, v=Rev, M1=OFF, M2=ON
199	002001	0	0	2	0	0	1	1.222	537.238	0.0	0.0	-45.8	0.00	M2:(636.4,-636.4,0.0)	ω3=CCW, M1=OFF, M2=ON
200	000011	0	0	0	0	1	1	0.500	537.738	0.0	0.0	0.0	0.00	M1:(636.4,-636.4,40.0); M2:(636.4,-636.4,0.0)	M1=ON, M2=ON
201	000010	0	0	0	0	1	0	0.500	538.238	0.0	0.0	0.0	0.00	M1:(636.4,-636.4,40.0)	M1=ON, M2=OFF
202	001010	0	0	1	0	1	0	1.222	539.460	0.0	0.0	35.0	0.00	M1:(636.4,-636.4,40.0)	ω3=CW, M1=ON, M2=OFF
203	001110	0	0	1	1	1	0	12.800	552.260	0.0	0.0	90.0	6.40	M1:(636.4,-636.4,40.0)	ω3=CW, v=Fwd, M1=ON, M2=OFF
204	002010	0	0	2	0	1	0	1.222	553.482	0.0	0.0	55.0	6.40	M1:(636.4,-636.4,40.0)	ω3=CCW, M1=ON, M2=OFF
205	000011	0	0	0	0	1	1	0.500	553.982	0.0	0.0	0.0	6.40	M1:(636.4,-636.4,40.0); M2:(636.4,-636.4,0.0)	M1=ON, M2=ON
206	000001	0	0	0	0	0	1	0.500	554.482	0.0	0.0	0.0	6.40	M2:(636.4,-636.4,0.0)	M1=OFF, M2=ON
207	001001	0	0	1	0	0	1	1.222	555.704	0.0	0.0	35.0	6.40	M2:(636.4,-636.4,0.0)	ω3=CW, M1=OFF, M2=ON
208	002201	0	0	2	2	0	1	12.800	568.504	0.0	0.0	-90.0	0.00	M2:(636.4,-636.4,0.0)	ω3=CCW, v=Rev, M1=OFF, M2=ON
209	002001	0	0	2	0	0	1	1.222	569.725	0.0	0.0	-90.0	0.00	M2:(636.4,-636.4,0.0)	ω3=CCW, M1=OFF, M2=ON
210	000011	0	0	0	0	1	1	0.500	570.225	0.0	0.0	0.0	0.00	M1:(636.4,-636.4,40.0); M2:(636.4,-636.4,0.0)	M1=ON, M2=ON
211	000010	0	0	0	0	1	0	0.500	570.725	0.0	0.0	0.0	0.00	M1:(636.4,-636.4,40.0)	M1=ON, M2=OFF
212	001010	0	0	1	0	1	0	1.222	571.947	0.0	0.0	35.0	0.00	M1:(636.4,-636.4,40.0)	ω3=CW, M1=ON, M2=OFF
213	001110	0	0	1	1	1	0	12.800	584.747	0.0	0.0	90.0	6.40	M1:(636.4,-636.4,40.0)	ω3=CW, v=Fwd, M1=ON, M2=OFF
214	002010	0	0	2	0	1	0	1.222	585.969	0.0	0.0	55.0	6.40	M1:(636.4,-636.4,40.0)	ω3=CCW, M1=ON, M2=OFF
215	000011	0	0	0	0	1	1	0.500	586.469	0.0	0.0	0.0	6.40	M1:(636.4,-636.4,40.0); M2:(636.4,-636.4,0.0)	M1=ON, M2=ON
216	000001	0	0	0	0	0	1	0.500	586.969	0.0	0.0	0.0	6.40	M2:(636.4,-636.4,0.0)	M1=OFF, M2=ON
217	001001	0	0	1	0	0	1	1.222	588.191	0.0	0.0	35.0	6.40	M2:(636.4,-636.4,0.0)	ω3=CW, M1=OFF, M2=ON
218	002201	0	0	2	2	0	1	12.800	600.991	0.0	0.0	-90.0	0.00	M2:(636.4,-636.4,0.0)	ω3=CCW, v=Rev, M1=OFF, M2=ON
219	002001	0	0	2	0	0	1	1.222	602.212	0.0	0.0	-90.0	0.00	M2:(636.4,-636.4,0.0)	ω3=CCW, M1=OFF, M2=ON
220	000011	0	0	0	0	1	1	0.500	602.712	0.0	0.0	0.0	0.00	M1:(636.4,-636.4,40.0); M2:(636.4,-636.4,0.0)	M1=ON, M2=ON
221	000010	0	0	0	0	1	0	0.500	603.212	0.0	0.0	0.0	0.00	M1:(636.4,-636.4,40.0)	M1=ON, M2=OFF
222	001010	0	0	1	0	1	0	1.222	604.434	0.0	0.0	35.0	0.00	M1:(636.4,-636.4,40.0)	ω3=CW, M1=ON, M2=OFF
223	001110	0	0	1	1	1	0	12.800	617.234	0.0	0.0	90.0	6.40	M1:(636.4,-636.4,40.0)	ω3=CW, v=Fwd, M1=ON, M2=OFF
224	002010	0	0	2	0	1	0	1.222	618.456	0.0	0.0	55.0	6.40	M1:(636.4,-636.4,40.0)	ω3=CCW, M1=ON, M2=OFF
225	000011	0	0	0	0	1	1	0.500	618.956	0.0	0.0	0.0	6.40	M1:(636.4,-636.4,40.0); M2:(636.4,-636.4,0.0)	M1=ON, M2=ON
226	000001	0	0	0	0	0	1	0.500	619.456	0.0	0.0	0.0	6.40	M2:(636.4,-636.4,0.0)	M1=OFF, M2=ON
227	001001	0	0	1	0	0	1	1.222	620.677	0.0	0.0	35.0	6.40	M2:(636.4,-636.4,0.0)	ω3=CW, M1=OFF, M2=ON
228	002201	0	0	2	2	0	1	12.800	633.477	0.0	0.0	-90.0	0.00	M2:(636.4,-636.4,0.0)	ω3=CCW, v=Rev, M1=OFF, M2=ON
229	002001	0	0	2	0	0	1	1.222	634.699	0.0	0.0	-90.0	0.00	M2:(636.4,-636.4,0.0)	ω3=CCW, M1=OFF, M2=ON
230	000011	0	0	0	0	1	1	0.500	635.199	0.0	0.0	0.0	0.00	M1:(636.4,-636.4,40.0); M2:(636.4,-636.4,0.0)	M1=ON, M2=ON
231	000010	0	0	0	0	1	0	0.500	635.699	0.0	0.0	0.0	0.00	M1:(636.4,-636.4,40.0)	M1=ON, M2=OFF
232	001010	0	0	1	0	1	0	1.222	636.921	0.0	0.0	35.0	0.00	M1:(636.4,-636.4,40.0)	ω3=CW, M1=ON, M2=OFF
233	001110	0	0	1	1	1	0	1.600	638.521	0.0	0.0	80.8	0.80	M1:(636.4,-636.4,40.0)	ω3=CW, v=Fwd, M1=ON, M2=OFF
234	002010	0	0	2	0	1	0	1.222	639.743	0.0	0.0	45.8	0.80	M1:(636.4,-636.4,40.0)	ω3=CCW, M1=ON, M2=OFF
235	000011	0	0	0	0	1	1	0.500	640.243	0.0	0.0	0.0	0.80	M1:(636.4,-636.4,40.0); M2:(636.4,-636.4,0.0)	M1=ON, M2=ON
236	000001	0	0	0	0	0	1	0.500	640.743	0.0	0.0	0.0	0.80	M2:(636.4,-636.4,0.0)	M1=OFF, M2=ON
237	001001	0	0	1	0	0	1	1.222	641.964	0.0	0.0	35.0	0.80	M2:(636.4,-636.4,0.0)	ω3=CW, M1=OFF, M2=ON
238	002201	0	0	2	2	0	1	1.600	643.564	0.0	0.0	-10.8	0.00	M2:(636.4,-636.4,0.0)	ω3=CCW, v=Rev, M1=OFF, M2=ON
239	002001	0	0	2	0	0	1	1.222	644.786	0.0	0.0	-45.8	0.00	M2:(636.4,-636.4,0.0)	ω3=CCW, M1=OFF, M2=ON
240	000011	0	0	0	0	1	1	0.500	645.286	0.0	0.0	0.0	0.00	M1:(636.4,-636.4,40.0); M2:(636.4,-636.4,0.0)	M1=ON, M2=ON
241	000010	0	0	0	0	1	0	0.500	645.786	0.0	0.0	0.0	0.00	M1:(636.4,-636.4,40.0)	M1=ON, M2=OFF
242	001010	0	0	1	0	1	0	1.222	647.008	0.0	0.0	35.0	0.00	M1:(636.4,-636.4,40.0)	ω3=CW, M1=ON, M2=OFF
243	001110	0	0	1	1	1	0	12.800	659.808	0.0	0.0	90.0	6.40	M1:(636.4,-636.4,40.0)	ω3=CW, v=Fwd, M1=ON, M2=OFF
244	002010	0	0	2	0	1	0	1.222	661.030	0.0	0.0	55.0	6.40	M1:(636.4,-636.4,40.0)	ω3=CCW, M1=ON, M2=OFF
245	000011	0	0	0	0	1	1	0.500	661.530	0.0	0.0	0.0	6.40	M1:(636.4,-636.4,40.0); M2:(636.4,-636.4,0.0)	M1=ON, M2=ON
246	000001	0	0	0	0	0	1	0.500	662.030	0.0	0.0	0.0	6.40	M2:(636.4,-636.4,0.0)	M1=OFF, M2=ON
247	001001	0	0	1	0	0	1	1.222	663.251	0.0	0.0	35.0	6.40	M2:(636.4,-636.4,0.0)	ω3=CW, M1=OFF, M2=ON
248	002201	0	0	2	2	0	1	12.800	676.051	0.0	0.0	-90.0	0.00	M2:(636.4,-636.4,0.0)	ω3=CCW, v=Rev, M1=OFF, M2=ON
249	002001	0	0	2	0	0	1	1.222	677.273	0.0	0.0	-90.0	0.00	M2:(636.4,-636.4,0.0)	ω3=CCW, M1=OFF, M2=ON
250	000011	0	0	0	0	1	1	0.500	677.773	0.0	0.0	0.0	0.00	M1:(636.4,-636.4,40.0); M2:(636.4,-636.4,0.0)	M1=ON, M2=ON
251	000010	0	0	0	0	1	0	0.500	678.273	0.0	0.0	0.0	0.00	M1:(636.4,-636.4,40.0)	M1=ON, M2=OFF
252	001010	0	0	1	0	1	0	1.222	679.495	0.0	0.0	35.0	0.00	M1:(636.4,-636.4,40.0)	ω3=CW, M1=ON, M2=OFF
253	001110	0	0	1	1	1	0	12.800	692.295	0.0	0.0	90.0	6.40	M1:(636.4,-636.4,40.0)	ω3=CW, v=Fwd, M1=ON, M2=OFF
254	002010	0	0	2	0	1	0	1.222	693.517	0.0	0.0	55.0	6.40	M1:(636.4,-636.4,40.0)	ω3=CCW, M1=ON, M2=OFF
255	000011	0	0	0	0	1	1	0.500	694.017	0.0	0.0	0.0	6.40	M1:(636.4,-636.4,40.0); M2:(636.4,-636.4,0.0)	M1=ON, M2=ON
256	000001	0	0	0	0	0	1	0.500	694.517	0.0	0.0	0.0	6.40	M2:(636.4,-636.4,0.0)	M1=OFF, M2=ON
257	001001	0	0	1	0	0	1	1.222	695.738	0.0	0.0	35.0	6.40	M2:(636.4,-636.4,0.0)	ω3=CW, M1=OFF, M2=ON
258	002201	0	0	2	2	0	1	12.800	708.538	0.0	0.0	-90.0	0.00	M2:(636.4,-636.4,0.0)	ω3=CCW, v=Rev, M1=OFF, M2=ON
259	002001	0	0	2	0	0	1	1.222	709.760	0.0	0.0	-90.0	0.00	M2:(636.4,-636.4,0.0)	ω3=CCW, M1=OFF, M2=ON
260	000011	0	0	0	0	1	1	0.500	710.260	0.0	0.0	0.0	0.00	M1:(636.4,-636.4,40.0); M2:(636.4,-636.4,0.0)	M1=ON, M2=ON
261	000010	0	0	0	0	1	0	0.500	710.760	0.0	0.0	0.0	0.00	M1:(636.4,-636.4,40.0)	M1=ON, M2=OFF
262	001010	0	0	1	0	1	0	1.222	711.982	0.0	0.0	35.0	0.00	M1:(636.4,-636.4,40.0)	ω3=CW, M1=ON, M2=OFF
263	001110	0	0	1	1	1	0	12.800	724.782	0.0	0.0	90.0	6.40	M1:(636.4,-636.4,40.0)	ω3=CW, v=Fwd, M1=ON, M2=OFF
264	002010	0	0	2	0	1	0	1.222	726.003	0.0	0.0	55.0	6.40	M1:(636.4,-636.4,40.0)	ω3=CCW, M1=ON, M2=OFF
265	000011	0	0	0	0	1	1	0.500	726.503	0.0	0.0	0.0	6.40	M1:(636.4,-636.4,40.0); M2:(636.4,-636.4,0.0)	M1=ON, M2=ON
266	000001	0	0	0	0	0	1	0.500	727.003	0.0	0.0	0.0	6.40	M2:(636.4,-636.4,0.0)	M1=OFF, M2=ON
267	001001	0	0	1	0	0	1	1.222	728.225	0.0	0.0	35.0	6.40	M2:(636.4,-636.4,0.0)	ω3=CW, M1=OFF, M2=ON
268	002201	0	0	2	2	0	1	12.800	741.025	0.0	0.0	-90.0	0.00	M2:(636.4,-636.4,0.0)	ω3=CCW, v=Rev, M1=OFF, M2=ON
269	002001	0	0	2	0	0	1	1.222	742.247	0.0	0.0	-90.0	0.00	M2:(636.4,-636.4,0.0)	ω3=CCW, M1=OFF, M2=ON
270	000011	0	0	0	0	1	1	0.500	742.747	0.0	0.0	0.0	0.00	M1:(636.4,-636.4,40.0); M2:(636.4,-636.4,0.0)	M1=ON, M2=ON
271	000010	0	0	0	0	1	0	0.500	743.247	0.0	0.0	0.0	0.00	M1:(636.4,-636.4,40.0)	M1=ON, M2=OFF
272	001010	0	0	1	0	1	0	1.222	744.469	0.0	0.0	35.0	0.00	M1:(636.4,-636.4,40.0)	ω3=CW, M1=ON, M2=OFF
273	001110	0	0	1	1	1	0	1.600	746.069	0.0	0.0	80.8	0.80	M1:(636.4,-636.4,40.0)	ω3=CW, v=Fwd, M1=ON, M2=OFF
274	002010	0	0	2	0	1	0	1.222	747.290	0.0	0.0	45.8	0.80	M1:(636.4,-636.4,40.0)	ω3=CCW, M1=ON, M2=OFF
275	000011	0	0	0	0	1	1	0.500	747.790	0.0	0.0	0.0	0.80	M1:(636.4,-636.4,40.0); M2:(636.4,-636.4,0.0)	M1=ON, M2=ON
276	000001	0	0	0	0	0	1	0.500	748.290	0.0	0.0	0.0	0.80	M2:(636.4,-636.4,0.0)	M1=OFF, M2=ON
277	001001	0	0	1	0	0	1	1.222	749.512	0.0	0.0	35.0	0.80	M2:(636.4,-636.4,0.0)	ω3=CW, M1=OFF, M2=ON
278	002201	0	0	2	2	0	1	1.600	751.112	0.0	0.0	-10.8	0.00	M2:(636.4,-636.4,0.0)	ω3=CCW, v=Rev, M1=OFF, M2=ON
279	002001	0	0	2	0	0	1	1.222	752.334	0.0	0.0	-45.8	0.00	M2:(636.4,-636.4,0.0)	ω3=CCW, M1=OFF, M2=ON
280	000011	0	0	0	0	1	1	0.500	752.834	0.0	0.0	0.0	0.00	M1:(636.4,-636.4,40.0); M2:(636.4,-636.4,0.0)	M1=ON, M2=ON
281	000010	0	0	0	0	1	0	0.500	753.334	0.0	0.0	0.0	0.00	M1:(636.4,-636.4,40.0)	M1=ON, M2=OFF
282	001010	0	0	1	0	1	0	1.222	754.556	0.0	0.0	35.0	0.00	M1:(636.4,-636.4,40.0)	ω3=CW, M1=ON, M2=OFF
283	001110	0	0	1	1	1	0	12.800	767.356	0.0	0.0	90.0	6.40	M1:(636.4,-636.4,40.0)	ω3=CW, v=Fwd, M1=ON, M2=OFF
284	002010	0	0	2	0	1	0	1.222	768.577	0.0	0.0	55.0	6.40	M1:(636.4,-636.4,40.0)	ω3=CCW, M1=ON, M2=OFF
285	000011	0	0	0	0	1	1	0.500	769.077	0.0	0.0	0.0	6.40	M1:(636.4,-636.4,40.0); M2:(636.4,-636.4,0.0)	M1=ON, M2=ON
286	000001	0	0	0	0	0	1	0.500	769.577	0.0	0.0	0.0	6.40	M2:(636.4,-636.4,0.0)	M1=OFF, M2=ON
287	001001	0	0	1	0	0	1	1.222	770.799	0.0	0.0	35.0	6.40	M2:(636.4,-636.4,0.0)	ω3=CW, M1=OFF, M2=ON
288	002201	0	0	2	2	0	1	12.800	783.599	0.0	0.0	-90.0	0.00	M2:(636.4,-636.4,0.0)	ω3=CCW, v=Rev, M1=OFF, M2=ON
289	002001	0	0	2	0	0	1	1.222	784.821	0.0	0.0	-90.0	0.00	M2:(636.4,-636.4,0.0)	ω3=CCW, M1=OFF, M2=ON
290	000011	0	0	0	0	1	1	0.500	785.321	0.0	0.0	0.0	0.00	M1:(636.4,-636.4,40.0); M2:(636.4,-636.4,0.0)	M1=ON, M2=ON
291	000010	0	0	0	0	1	0	0.500	785.821	0.0	0.0	0.0	0.00	M1:(636.4,-636.4,40.0)	M1=ON, M2=OFF
292	001010	0	0	1	0	1	0	1.222	787.042	0.0	0.0	35.0	0.00	M1:(636.4,-636.4,40.0)	ω3=CW, M1=ON, M2=OFF
293	001110	0	0	1	1	1	0	12.800	799.842	0.0	0.0	90.0	6.40	M1:(636.4,-636.4,40.0)	ω3=CW, v=Fwd, M1=ON, M2=OFF
294	002010	0	0	2	0	1	0	1.222	801.064	0.0	0.0	55.0	6.40	M1:(636.4,-636.4,40.0)	ω3=CCW, M1=ON, M2=OFF
295	000011	0	0	0	0	1	1	0.500	801.564	0.0	0.0	0.0	6.40	M1:(636.4,-636.4,40.0); M2:(636.4,-636.4,0.0)	M1=ON, M2=ON
296	000001	0	0	0	0	0	1	0.500	802.064	0.0	0.0	0.0	6.40	M2:(636.4,-636.4,0.0)	M1=OFF, M2=ON
297	001001	0	0	1	0	0	1	1.222	803.286	0.0	0.0	35.0	6.40	M2:(636.4,-636.4,0.0)	ω3=CW, M1=OFF, M2=ON
298	002201	0	0	2	2	0	1	12.800	816.086	0.0	0.0	-90.0	0.00	M2:(636.4,-636.4,0.0)	ω3=CCW, v=Rev, M1=OFF, M2=ON
299	002001	0	0	2	0	0	1	1.222	817.308	0.0	0.0	-90.0	0.00	M2:(636.4,-636.4,0.0)	ω3=CCW, M1=OFF, M2=ON
300	000011	0	0	0	0	1	1	0.500	817.808	0.0	0.0	0.0	0.00	M1:(636.4,-636.4,40.0); M2:(636.4,-636.4,0.0)	M1=ON, M2=ON
301	000010	0	0	0	0	1	0	0.500	818.308	0.0	0.0	0.0	0.00	M1:(636.4,-636.4,40.0)	M1=ON, M2=OFF
302	001010	0	0	1	0	1	0	1.222	819.529	0.0	0.0	35.0	0.00	M1:(636.4,-636.4,40.0)	ω3=CW, M1=ON, M2=OFF
303	001110	0	0	1	1	1	0	12.800	832.329	0.0	0.0	90.0	6.40	M1:(636.4,-636.4,40.0)	ω3=CW, v=Fwd, M1=ON, M2=OFF
304	002010	0	0	2	0	1	0	1.222	833.551	0.0	0.0	55.0	6.40	M1:(636.4,-636.4,40.0)	ω3=CCW, M1=ON, M2=OFF
305	000011	0	0	0	0	1	1	0.500	834.051	0.0	0.0	0.0	6.40	M1:(636.4,-636.4,40.0); M2:(636.4,-636.4,0.0)	M1=ON, M2=ON
306	000001	0	0	0	0	0	1	0.500	834.551	0.0	0.0	0.0	6.40	M2:(636.4,-636.4,0.0)	M1=OFF, M2=ON
307	001001	0	0	1	0	0	1	1.222	835.773	0.0	0.0	35.0	6.40	M2:(636.4,-636.4,0.0)	ω3=CW, M1=OFF, M2=ON
308	002201	0	0	2	2	0	1	12.800	848.573	0.0	0.0	-90.0	0.00	M2:(636.4,-636.4,0.0)	ω3=CCW, v=Rev, M1=OFF, M2=ON
309	002001	0	0	2	0	0	1	1.222	849.795	0.0	0.0	-90.0	0.00	M2:(636.4,-636.4,0.0)	ω3=CCW, M1=OFF, M2=ON
310	000011	0	0	0	0	1	1	0.500	850.295	0.0	0.0	0.0	0.00	M1:(636.4,-636.4,40.0); M2:(636.4,-636.4,0.0)	M1=ON, M2=ON
311	000010	0	0	0	0	1	0	0.500	850.795	0.0	0.0	0.0	0.00	M1:(636.4,-636.4,40.0)	M1=ON, M2=OFF
312	001010	0	0	1	0	1	0	1.222	852.016	0.0	0.0	35.0	0.00	M1:(636.4,-636.4,40.0)	ω3=CW, M1=ON, M2=OFF
313	001110	0	0	1	1	1	0	1.600	853.616	0.0	0.0	80.8	0.80	M1:(636.4,-636.4,40.0)	ω3=CW, v=Fwd, M1=ON, M2=OFF
314	002010	0	0	2	0	1	0	1.222	854.838	0.0	0.0	45.8	0.80	M1:(636.4,-636.4,40.0)	ω3=CCW, M1=ON, M2=OFF
315	000011	0	0	0	0	1	1	0.500	855.338	0.0	0.0	0.0	0.80	M1:(636.4,-636.4,40.0); M2:(636.4,-636.4,0.0)	M1=ON, M2=ON
316	000001	0	0	0	0	0	1	0.500	855.838	0.0	0.0	0.0	0.80	M2:(636.4,-636.4,0.0)	M1=OFF, M2=ON
317	001001	0	0	1	0	0	1	1.222	857.060	0.0	0.0	35.0	0.80	M2:(636.4,-636.4,0.0)	ω3=CW, M1=OFF, M2=ON
318	002201	0	0	2	2	0	1	1.600	858.660	0.0	0.0	-10.8	0.00	M2:(636.4,-636.4,0.0)	ω3=CCW, v=Rev, M1=OFF, M2=ON
319	002001	0	0	2	0	0	1	1.222	859.882	0.0	0.0	-45.8	0.00	M2:(636.4,-636.4,0.0)	ω3=CCW, M1=OFF, M2=ON
320	000011	0	0	0	0	1	1	0.500	860.382	0.0	0.0	0.0	0.00	M1:(636.4,-636.4,40.0); M2:(636.4,-636.4,0.0)	M1=ON, M2=ON
321	000010	0	0	0	0	1	0	0.500	860.882	0.0	0.0	0.0	0.00	M1:(636.4,-636.4,40.0)	M1=ON, M2=OFF
322	001010	0	0	1	0	1	0	1.222	862.103	0.0	0.0	35.0	0.00	M1:(636.4,-636.4,40.0)	ω3=CW, M1=ON, M2=OFF
323	001110	0	0	1	1	1	0	12.800	874.903	0.0	0.0	90.0	6.40	M1:(636.4,-636.4,40.0)	ω3=CW, v=Fwd, M1=ON, M2=OFF
324	002010	0	0	2	0	1	0	1.222	876.125	0.0	0.0	55.0	6.40	M1:(636.4,-636.4,40.0)	ω3=CCW, M1=ON, M2=OFF
